link,title,location,score,review_count,description,image,coords,lat,lon
https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Le Relais Saint Michel,Le Mont-Saint-Michel,"7,8",2 892 experiences vecues,Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. ,https://cf.bstatic.com/xdata/images/hotel/square200/155740456.jpg?k=fce0ce0d1c4b2a044513386b62b4b3a226b71a5b50bc7ad0a8028c93e5a7a081&o=,"48.61758727,-1.51039615",48.61758727,-1.51039615
https://www.booking.com/hotel/fr/auberge-de-la-baie.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Auberge de la Baie,Ardevon,"7,9",1 166 experiences vecues,This hotel is situated in the countryside of Normandy and offers free Wi-Fi and an on-site restaurant with a terrace. ,https://cf.bstatic.com/xdata/images/hotel/square200/37048854.jpg?k=f2d16baa5f1b6b23eb33f29186ad68d56f52469b980d0864997f682239145aa0&o=,"48.61599318,-1.48825318",48.61599318,-1.48825318
https://www.booking.com/hotel/fr/ha-el-la-croix-blanche.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Hotel la Croix Blanche,Le Mont-Saint-Michel,"7,6",444 experiences vecues,"Situé au cœur du village médiéval du Mont-Saint-Michel, l'Hôtel La Croix Blanche possède une terrasse et un bar. ",https://cf.bstatic.com/xdata/images/hotel/square200/13849841.jpg?k=eba032e5d5fd9558e528f197c9bd9ddebb8bb4cbdd0dfa5488e9ec0fc8293284&o=,"48.63573406,-1.50986105",48.63573406,-1.50986105
https://www.booking.com/hotel/fr/vent-des-greves-pontorson.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Vent des Greves,Pontorson,"9,3",296 experiences vecues,"Offrant une vue sur le jardin, le Vent des Grèves est situé à Pontorson, à 8,1 km de l'abbaye du Mont-Saint-Michel. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. ",https://cf.bstatic.com/xdata/images/hotel/square200/175780804.jpg?k=a1f4a0ea4852492f6a53ab2c5fa52a49024a240605c6c4e1846f2f505dbb455e&o=,"48.61540300,-1.49144000",48.615403,-1.49144
https://www.booking.com/hotel/fr/26-route-de-la-rive-ardevon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Au Mont Chez Nous Jaccuzi et Sauna,Pontorson,"9,2",23 experiences vecues,"Occupant une maison bretonne restaurée, l'établissement à la gestion familiale Chambres d'Hôtes Les Vieilles Digues est situé à Beauvoir, à 3 km du Mont-Saint-Michel. ",https://cf.bstatic.com/xdata/images/hotel/square200/193465194.jpg?k=689afb05aa2346842c6a869ad6cfab37cda8ffc43f44ca2deaf32b1f9fa3182b&o=,"48.61345530,-1.48587230",48.6134553,-1.4858723
https://www.booking.com/hotel/fr/maison-au-pied-du-mont-saint-michel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Maison au pied du Mont Saint Michel,Pontorson,"9,2",17 experiences vecues,Hébergement géré par un particulier,https://cf.bstatic.com/xdata/images/hotel/square200/343496147.jpg?k=bab1838a916c2b76376d72d2ef72ff6a621536c378c0574e231be9e0ddbff5ac&o=,"48.61267358,-1.48553065",48.61267358,-1.48553065
https://www.booking.com/hotel/fr/les-deux-clos-pontorson.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Les 2 Clos,Pontorson,"8,8",78 experiences vecues,"Situé à Pontorson, à seulement 8,6 km de l'abbaye du Mont-Saint-Michel, l'établissement Au Mont Chez Nous Jaccuzi et Sauna propose un hébergement avec un accès à un salon commun, un jardin et une...",https://cf.bstatic.com/xdata/images/hotel/square200/374498134.jpg?k=701a7b65d0204c27f41e6f212498a8caf3f94b8f6b77cefc5de92049a5ecb89c&o=,"48.61396610,-1.48579173",48.6139661,-1.48579173
https://www.booking.com/hotel/fr/chambres-d-ha-tes-les-vieilles-digues.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Chambres d'Hotes Les Vieilles Digues,Beauvoir,"9,3",1 167 experiences vecues,"Situé à 8,6 km de l'abbaye du Mont-Saint-Michel, le Mon Saint Michel propose un service de prêt de vélos, un jardin et une réception ouverte 24h/24. ",https://cf.bstatic.com/xdata/images/hotel/square200/161884839.jpg?k=deb296ef496d34a933735133d8be32b6e7a105425bc9501e5da23959479ada78&o=,"48.60418750,-1.51159912",48.6041875,-1.51159912
https://www.booking.com/hotel/fr/gites-bellevue.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Gites Bellevue,Beauvoir,"9,2",80 experiences vecues,"Offrant une vue sur le jardin, la Maison au pied du Mont Saint Michel propose un hébergement avec une terrasse et une bouilloire, à environ 21 km du Scriptorial d'Avranches, musee des manuscrits. ",https://cf.bstatic.com/xdata/images/hotel/square200/36268648.jpg?k=3ccc30dc092d751be4c8d6ba784f947a37bb28a24814c3cab0e3ddc2cf778d69&o=,"48.60788007,-1.51722372",48.60788007,-1.51722372
https://www.booking.com/hotel/fr/camping-aux-pommiers-tohapi.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Camping aux Pommiers - Tohapi,Beauvoir,"8,0",151 experiences vecues,"Situé à 6,6 km de l'abbaye du Mont-Saint-Michel, Le Camping aux Pommiers - Tohapi propose un bar, une terrasse et un club pour enfants. ",https://cf.bstatic.com/xdata/images/hotel/square200/298642767.jpg?k=a093f7299a169b0680831ed87da568b1a6f6a037aba8ae54a4ae149ade38ee24&o=,"48.61355500,-1.51010000",48.613555,-1.5101
https://www.booking.com/hotel/fr/mon-saint-michel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Mon Saint Michel,Ardevon,"8,8",468 experiences vecues,"La maison de vacances L'Hirondelle, située à Pontorson, possède une terrasse et une cuisine entièrement équipée. ",https://cf.bstatic.com/xdata/images/hotel/square200/254066476.jpg?k=06ca462a82850afb83d376dc0b5665efa4b59a13ed3441a3fd4747c3c6cb9c7c&o=,"48.61362700,-1.48579100",48.613627,-1.485791
https://www.booking.com/hotel/fr/etoile-des-greves.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,Etoile des Greves,Ardevon,"9,3",567 experiences vecues,"Situé à Ardevon, en Basse-Normandie, l'Etoile des Grèves propose des hébergements avec connexion Wi-Fi et parking privé gratuits. ",https://cf.bstatic.com/xdata/images/hotel/square200/126545351.jpg?k=3438926130452bfa8e26edde8e74cb5f13f68c0dbc770faab661a2716e82118b&o=,"48.61550900,-1.49152400",48.615509,-1.491524
https://www.booking.com/hotel/fr/la-jacotia-re.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=deab96de7ae100f5&srepoch=1665350845&from=searchresults#hotelTmpl,La Jacotiere,Ardevon,"9,3",276 experiences vecues,"Implantée à Ardevon, la maison d'hôtes La Jacotière occupe une ancienne ferme rénovée pourvue d'un jardin et d'une terrasse meublée donnant sur le Mont-Saint-Michel, situé à seulement 3 km. ",https://cf.bstatic.com/xdata/images/hotel/square200/360647752.jpg?k=7054bef521ecd4f1b519108a2b04e12a3ca27a1f11d43296e10c51a42470f8c3&o=,"48.61411436,-1.50431424",48.61411436,-1.50431424
https://www.booking.com/hotel/fr/de-l-europe-saint-malo.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=667&from=searchresults#hotelTmpl,Hotel de l'Europe,Saint-Malo,"7,2",856 experiences vecues,"L'Hotel de l'Europe propose des chambres non-fumeurs fonctionnelles dotées d'une télévision, d'un téléphone et d'une connexion Wi-Fi gratuite à seulement 10 minutes de marche de la principale plage de...",https://t-cf.bstatic.com/xdata/images/hotel/square200/359945330.jpg?k=e6fe9b117305532d90181b7ac4ba17a02f2957577a4b91060e6e3bfd12df5e52&o=,"48.64785134,-2.00852662",48.64785134,-2.00852662
https://www.booking.com/hotel/fr/studio-cocooning-saint-malo.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=143&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Studio cocooning,"Sillon, Saint-Malo","9,4",70 experiences vecues,Hébergement géré par un particulier,https://t-cf.bstatic.com/xdata/images/hotel/square200/284805334.jpg?k=5645da6117edd83421b5a7ad9d70158ee8d01595778260d3ab53641ccdf8acd7&o=,"48.65537970,-2.00327690",48.6553797,-2.0032769
https://www.booking.com/hotel/fr/dulouvresaintmalo.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=254&from=searchresults#hotelTmpl,"The Originals Boutique, Hotel des Marins, Saint-Malo (Inter-Hotel)","Intra muros, Saint-Malo","8,3",1 109 experiences vecues,"Situé au cœur de la ville fortifiée de Saint-Malo, l'établissement The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel) propose des chambres modernes avec une télévision à écran plat et...",https://t-cf.bstatic.com/xdata/images/hotel/square200/42279036.jpg?k=a20ae4877bb8294f93a1b7e2f99ba4f975194345fe66e9c89c7cbeb15103542a&o=,"48.64880649,-2.02491224",48.64880649,-2.02491224
https://www.booking.com/hotel/fr/le-britannic.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=815&from=searchresults#hotelTmpl,Le Britannic,Saint-Malo,"7,4",640 experiences vecues,"Donnant sur la mer, l'Oceania Saint Malo se situe sur la Chaussée du Sillon, en face de la plage du même nom et à 450 mètres du port de plaisance de Saint-Malo. ",https://t-cf.bstatic.com/xdata/images/hotel/square200/331968382.jpg?k=2c9b6e001a5b8d48fd5975c960f6ce02985eeb7c286a839cf19b4e6a1755e4a9&o=,"48.64678829,-2.00719357",48.64678829,-2.00719357
https://www.booking.com/hotel/fr/de-l-univers.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=74&from=searchresults#hotelTmpl,Hotel De L'univers,"Intra muros, Saint-Malo","8,0",2 250 experiences vecues,"Situé à Saint-Malo, à seulement 1,2 km de la plage de Rochebonne, le Studio cocooning propose un hébergement avec vue sur le jardin et un parking privé gratuit. ",https://t-cf.bstatic.com/xdata/images/hotel/square200/27576099.jpg?k=68ea00d79ce1ff450eae7430d9179c3119ce5629cbc71b1fe0e60f47e7b65ce4&o=,"48.65104101,-2.02372670",48.65104101,-2.0237267
https://www.booking.com/hotel/fr/ibis-styles-saint-malo-port.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=487&from=searchresults#hotelTmpl,ibis Styles Saint Malo Port,Saint-Malo,"7,8",2 449 experiences vecues,"L'Hotel De L'univers est installé dans la ville fortifiée de Saint-Malo, en Bretagne, à quelques pas du port ferry et de la gare. ",https://t-cf.bstatic.com/xdata/images/hotel/square200/275221393.jpg?k=48473b44bbf92f0bfaf1d5a894f10e50cb581a261dd7699513ad572477c7ed1f&o=,"48.63962614,-2.01236531",48.63962614,-2.01236531
https://www.booking.com/hotel/fr/mascottesaintmalo.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=19&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Escale Oceania Saint Malo,"Sillon, Saint-Malo","8,0",2 169 experiences vecues,"L'Escale Oceania Saint Malo se trouve sur le front de mer, en face de la plage du Sillon, à 14 minutes de marche de la gare de Saint-Malo. ",https://t-cf.bstatic.com/xdata/images/hotel/square200/103382985.jpg?k=3bebfe460415f4a13bca9001525f9fe5e100055de84fb47fabfe3c7a41cf9ad1&o=,"48.65428009,-2.00883776",48.65428009,-2.00883776
https://www.booking.com/hotel/fr/aubade.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=133&from=searchresults#hotelTmpl,Hotel Aubade,"Sillon, Saint-Malo","7,9",1 309 experiences vecues,"Implanté dans le centre de Saint-Malo, à proximité de la vieille ville et de la plage, le boutique hôtel Aubade est installé à 1 km du port de plaisance et de la gare. ",https://t-cf.bstatic.com/xdata/images/hotel/square200/68890804.jpg?k=6668d4f2d0e3596f80d60ca78f97a78c5dc94553b2b73b491bf5a00db8515428&o=,"48.65224772,-2.01142341",48.65224772,-2.01142341
https://www.booking.com/hotel/fr/oceaniasaintmalo.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=45&from=searchresults#hotelTmpl,Oceania Saint Malo,"Sillon, Saint-Malo","8,4",1 868 experiences vecues,"Situé à seulement 150 mètres de la plage de Saint-Malo, l'Hotel La Côte d'Emeraude propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux et un bar sur place. ",https://t-cf.bstatic.com/xdata/images/hotel/square200/26449523.jpg?k=5bf7c1e7e9343596836d92d5949e255f6b3b0c39aedf074cd24d0d8c11b238c3&o=,"48.65175689,-2.01843202",48.65175689,-2.01843202
https://www.booking.com/hotel/fr/la-cote-d-39-emeraude.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=113&from=searchresults#hotelTmpl,Hotel La Cote d'Emeraude,"Sillon, Saint-Malo","8,0",771 experiences vecues,"Doté d'un snack-bar et d'une connexion Wi-Fi gratuite, l'établissement ibis Styles Saint Malo Port est situé à Saint-Malo, à moins de 10 minutes à pied des plages de sable, à 1 km de la gare ainsi...",https://t-cf.bstatic.com/xdata/images/hotel/square200/73174570.jpg?k=7d0e30d29d045f773a4d2a788dcdcabc02ae14b198336309512c74e9bede2d5c&o=,"48.65609235,-2.00239680",48.65609235,-2.0023968
https://www.booking.com/hotel/fr/residence-reine-marine.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=96&from=searchresults#hotelTmpl,Residence Reine Marine,Saint-Malo,"8,3",924 experiences vecues,"Situé à Saint-Malo, à moins de 1,2 km de la plage du Sillon et à 1,5 km de celle d'Eventail, l'établissement Le Britannic propose une connexion Wi-Fi gratuite. ",https://t-cf.bstatic.com/xdata/images/hotel/square200/17126158.jpg?k=c9e3e87fa65acc3e3d4c8ba1b927d9803cf86a1e6d3354522f9a9959092a5aeb&o=,"48.66913503,-1.98354185",48.66913503,-1.98354185
https://www.booking.com/hotel/fr/de-la-cite.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=e0269705bca30116&srepoch=1665350924&from_beach_sr=1&beach_sr_walking_distance=21&from=searchresults#hotelTmpl,Hotel de la Cite,"Intra muros, Saint-Malo","7,5",1 782 experiences vecues,"Située sur la plage la résidence vous offre un panorama exceptionnel sur la baie de saint-malo Piscine couverte et chauffée, hammam, parking gratuit, accès direct à la plage, à quelques minutes du ce...",https://t-cf.bstatic.com/xdata/images/hotel/square200/38896912.jpg?k=84c927a932273aa8874e336b6d26dcc2a2ce7fd4e2acfc0a45ad4d7651eaca63&o=,"48.65130149,-2.02511072",48.65130149,-2.02511072
